Channel Group,Source,Domain,Date,Funnel,Campaign,Result type,Cost,Result,Result Rate,Cost per Result,Impressions,Clicks,CTR,Reach,Views,ThruPlays,Engagements,Engagement Rate,CPC,CPM,View Rate,CPV,CPE
 Paid Social , meta , BIODERMA ,Dec-24,Conversion,BIO-2024-H2O-Mizellenwasser,Clicks,€ 11,21,1.40%,€ 0.50,"1,456",21,1.40%,"1,336","1,626",99,190,13.00%,€ 0.50,€ 7.27,6.10%,€ 0.01,€ 0.06
 Paid Search , google , BIODERMA ,Dec-24,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 113,133,10.20%,€ 0.85,"1,303",133,10.20%,"1,303",0,0,0,0.00%,€ 0.85,€ 86.39,0.00%, € -   , € -   
 Paid Social , meta , BIODERMA ,Dec-24,Conversion,BIO-2024-H2O-Mizellenwasser,Clicks,€ 10,10,0.60%,€ 0.99,"1,569",10,0.60%,"1,457","1,660",53,118,7.50%,€ 0.99,€ 6.34,3.20%,€ 0.01,€ 0.08
 Paid Search , google , BIODERMA ,Dec-24,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 84,114,9.20%,€ 0.74,"1,237",114,9.20%,"1,237",0,0,0,0.00%,€ 0.74,€ 68.22,0.00%, € -   , € -   
 Paid Social , meta , BIODERMA ,Dec-24,Conversion,BIO-2024-H2O-Mizellenwasser,Clicks,€ 10,20,1.50%,€ 0.51,"1,298",20,1.50%,"1,182","1,481",121,223,17.20%,€ 0.51,€ 7.84,8.20%,€ 0.01,€ 0.05
 Paid Search , google , BIODERMA ,Dec-24,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 121,155,8.70%,€ 0.78,"1,775",155,8.70%,"1,775",0,0,0,0.00%,€ 0.78,€ 68.31,0.00%, € -   , € -   
 Paid Social , meta , BIODERMA ,Dec-24,Conversion,BIO-2024-H2O-Mizellenwasser,Clicks,€ 11,11,0.80%,€ 1.03,"1,418",11,0.80%,"1,303","1,644",150,250,17.60%,€ 1.03,€ 7.98,9.10%,€ 0.01,€ 0.05
 Paid Search , google , BIODERMA ,Dec-24,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 82,136,11.00%,€ 0.60,"1,231",136,11.00%,"1,231",0,0,0,0.00%,€ 0.60,€ 66.47,0.00%, € -   , € -   
 Paid Social , meta , BIODERMA ,Dec-24,Conversion,BIO-2024-H2O-Mizellenwasser,Clicks,€ 9,11,1.00%,€ 0.82,"1,155",11,1.00%,"1,078","1,309",106,176,15.20%,€ 0.82,€ 7.79,8.10%,€ 0.01,€ 0.05
 Paid Search , google , BIODERMA ,Dec-24,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 38,98,10.30%,€ 0.39,955,98,10.30%,955,0,0,0,0.00%,€ 0.39,€ 40.12,0.00%, € -   , € -   
 Paid Social , meta , BIODERMA ,Dec-24,Conversion,BIO-2024-H2O-Mizellenwasser,Clicks,€ 9,8,0.80%,€ 1.16,"1,037",8,0.80%,955,"1,150",68,126,12.20%,€ 1.16,€ 8.91,5.90%,€ 0.01,€ 0.07
 Paid Search , google , BIODERMA ,Dec-24,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 50,106,8.10%,€ 0.47,"1,302",106,8.10%,"1,302",0,0,0,0.00%,€ 0.47,€ 38.53,0.00%, € -   , € -   
 Paid Social , meta , BIODERMA ,Dec-24,Conversion,BIO-2024-H2O-Mizellenwasser,Clicks,€ 9,12,1.10%,€ 0.78,"1,056",12,1.10%,957,"1,130",46,91,8.60%,€ 0.78,€ 8.84,4.10%,€ 0.01,€ 0.10
 Paid Search , google , BIODERMA ,Dec-24,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 79,166,9.90%,€ 0.48,"1,675",166,9.90%,"1,675",0,0,0,0.00%,€ 0.48,€ 47.20,0.00%, € -   , € -   
 Paid Social , meta , BIODERMA ,Dec-24,Conversion,BIO-2024-H2O-Mizellenwasser,Clicks,€ 10,13,1.20%,€ 0.75,"1,060",13,1.20%,"1,011","1,133",47,90,8.50%,€ 0.75,€ 9.19,4.10%,€ 0.01,€ 0.11
 Paid Search , google , BIODERMA ,Dec-24,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 96,164,9.60%,€ 0.59,"1,706",164,9.60%,"1,706",0,0,0,0.00%,€ 0.59,€ 56.26,0.00%, € -   , € -   
 Paid Social , meta , BIODERMA ,Dec-24,Conversion,BIO-2024-H2O-Mizellenwasser,Clicks,€ 10,9,0.90%,€ 1.16,"1,035",9,0.90%,963,"1,136",62,123,11.90%,€ 1.16,€ 10.08,5.50%,€ 0.01,€ 0.08
 Paid Search , google , BIODERMA ,Dec-24,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 107,182,9.50%,€ 0.59,"1,907",182,9.50%,"1,907",0,0,0,0.00%,€ 0.59,€ 56.00,0.00%, € -   , € -   
 Paid Social , meta , BIODERMA ,Dec-24,Conversion,BIO-2024-H2O-Mizellenwasser,Clicks,€ 11,12,1.10%,€ 0.88,"1,101",12,1.10%,997,"1,238",96,179,16.30%,€ 0.88,€ 9.55,7.80%,€ 0.01,€ 0.06
 Paid Search , google , BIODERMA ,Dec-24,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 70,152,9.40%,€ 0.46,"1,613",152,9.40%,"1,613",0,0,0,0.00%,€ 0.46,€ 43.17,0.00%, € -   , € -   
 Paid Social , meta , BIODERMA ,Dec-24,Conversion,BIO-2024-H2O-Mizellenwasser,Clicks,€ 12,21,1.60%,€ 0.56,"1,310",21,1.60%,"1,192","1,539",143,267,20.40%,€ 0.56,€ 8.95,9.30%,€ 0.01,€ 0.04
 Paid Search , google , BIODERMA ,Dec-24,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 80,160,9.20%,€ 0.50,"1,745",160,9.20%,"1,745",0,0,0,0.00%,€ 0.50,€ 46.10,0.00%, € -   , € -   
 Paid Social , meta , BIODERMA ,Dec-24,Conversion,BIO-2024-H2O-Mizellenwasser,Clicks,€ 9,19,2.10%,€ 0.47,899,19,2.10%,834,"1,040",75,134,14.90%,€ 0.47,€ 10.02,7.20%,€ 0.01,€ 0.07
 Paid Search , google , BIODERMA ,Dec-24,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 82,158,9.50%,€ 0.52,"1,655",158,9.50%,"1,655",0,0,0,0.00%,€ 0.52,€ 49.25,0.00%, € -   , € -   
 Paid Social , meta , BIODERMA ,Dec-24,Conversion,BIO-2024-H2O-Mizellenwasser,Clicks,€ 8,11,1.50%,€ 0.75,753,11,1.50%,695,788,23,48,6.40%,€ 0.75,€ 10.90,2.90%,€ 0.01,€ 0.17
 Paid Search , google , BIODERMA ,Dec-24,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 104,185,10.90%,€ 0.56,"1,690",185,10.90%,"1,690",0,0,0,0.00%,€ 0.56,€ 61.69,0.00%, € -   , € -   
 Paid Social , meta , BIODERMA ,Dec-24,Conversion,BIO-2024-H2O-Mizellenwasser,Clicks,€ 11,24,2.40%,€ 0.47,980,24,2.40%,897,"1,036",33,74,7.60%,€ 0.47,€ 11.44,3.20%,€ 0.01,€ 0.15
 Paid Search , google , BIODERMA ,Dec-24,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 66,145,9.40%,€ 0.46,"1,539",145,9.40%,"1,539",0,0,0,0.00%,€ 0.46,€ 43.12,0.00%, € -   , € -   
 Paid Social , meta , BIODERMA ,Dec-24,Conversion,BIO-2024-H2O-Mizellenwasser,Clicks,€ 9,14,1.60%,€ 0.65,891,14,1.60%,832,916,29,58,6.50%,€ 0.65,€ 10.19,3.20%,€ 0.01,€ 0.16
 Paid Search , google , BIODERMA ,Dec-24,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 84,167,9.40%,€ 0.51,"1,779",167,9.40%,"1,779",0,0,0,0.00%,€ 0.51,€ 47.48,0.00%, € -   , € -   
 Paid Social , meta , BIODERMA ,Dec-24,Conversion,BIO-2024-H2O-Mizellenwasser,Clicks,€ 11,26,2.50%,€ 0.40,"1,057",26,2.50%,969,"1,115",27,70,6.60%,€ 0.40,€ 9.93,2.40%,€ 0.01,€ 0.15
 Paid Search , google , BIODERMA ,Dec-24,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 69,132,7.70%,€ 0.52,"1,704",132,7.70%,"1,704",0,0,0,0.00%,€ 0.52,€ 40.45,0.00%, € -   , € -   
 Paid Social , meta , BIODERMA ,Dec-24,Conversion,BIO-2024-H2O-Mizellenwasser,Clicks,€ 11,12,0.90%,€ 0.89,"1,325",12,0.90%,"1,233","1,354",23,52,3.90%,€ 0.89,€ 8.05,1.70%,€ 0.01,€ 0.21
 Paid Search , google , BIODERMA ,Dec-24,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 93,177,8.80%,€ 0.52,"2,008",177,8.80%,"2,008",0,0,0,0.00%,€ 0.52,€ 46.21,0.00%, € -   , € -   
 Paid Social , meta , BIODERMA ,Dec-24,Conversion,BIO-2024-H2O-Mizellenwasser,Clicks,€ 11,17,1.40%,€ 0.67,"1,174",17,1.40%,"1,071","1,207",18,47,4.00%,€ 0.67,€ 9.65,1.50%,€ 0.01,€ 0.24
 Paid Search , google , BIODERMA ,Dec-24,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 96,152,9.60%,€ 0.63,"1,591",152,9.60%,"1,591",0,0,0,0.00%,€ 0.63,€ 60.64,0.00%, € -   , € -   
 Paid Social , meta , BIODERMA ,Dec-24,Conversion,BIO-2024-H2O-Mizellenwasser,Clicks,€ 9,11,1.20%,€ 0.82,909,11,1.20%,794,901,14,33,3.60%,€ 0.82,€ 9.88,1.60%,€ 0.01,€ 0.27
 Paid Search , google , BIODERMA ,Dec-24,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 113,162,9.70%,€ 0.70,"1,670",162,9.70%,"1,670",0,0,0,0.00%,€ 0.70,€ 67.84,0.00%, € -   , € -   
 Paid Social , meta , BIODERMA ,Dec-24,Conversion,BIO-2024-H2O-Mizellenwasser,Clicks,€ 9,11,1.30%,€ 0.83,845,11,1.30%,746,846,9,26,3.10%,€ 0.83,€ 10.85,1.10%,€ 0.01,€ 0.35
 Paid Search , google , BIODERMA ,Dec-24,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 93,142,7.40%,€ 0.65,"1,922",142,7.40%,"1,922",0,0,0,0.00%,€ 0.65,€ 48.33,0.00%, € -   , € -   
 Paid Social , meta , BIODERMA ,Dec-24,Conversion,BIO-2024-H2O-Mizellenwasser,Clicks,€ 11,10,0.90%,€ 1.05,"1,110",10,0.90%,923,"1,063",22,57,5.10%,€ 1.05,€ 9.50,2.10%,€ 0.01,€ 0.18
 Paid Search , google , BIODERMA ,Dec-24,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 62,146,8.80%,€ 0.43,"1,662",146,8.80%,"1,662",0,0,0,0.00%,€ 0.43,€ 37.58,0.00%, € -   , € -   
 Paid Social , meta , BIODERMA ,Dec-24,Conversion,BIO-2024-H2O-Mizellenwasser,Clicks,€ 11,11,0.60%,€ 0.96,"1,909",11,0.60%,"1,282","1,845",49,108,5.70%,€ 0.96,€ 5.54,2.70%,€ 0.01,€ 0.10
 Paid Search , google , BIODERMA ,Dec-24,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 93,185,10.60%,€ 0.50,"1,743",185,10.60%,"1,743",0,0,0,0.00%,€ 0.50,€ 53.25,0.00%, € -   , € -   
 Paid Social , meta , BIODERMA ,Dec-24,Conversion,BIO-2024-H2O-Mizellenwasser,Clicks,€ 10,7,0.50%,€ 1.41,"1,329",7,0.50%,900,"1,284",20,71,5.30%,€ 1.41,€ 7.42,1.60%,€ 0.01,€ 0.14
 Paid Search , google , BIODERMA ,Dec-24,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 75,171,9.40%,€ 0.44,"1,827",171,9.40%,"1,827",0,0,0,0.00%,€ 0.44,€ 40.84,0.00%, € -   , € -   
 Paid Social , meta , BIODERMA ,Dec-24,Conversion,BIO-2024-H2O-Mizellenwasser,Clicks,€ 11,10,0.40%,€ 1.05,"2,238",10,0.40%,"1,271","2,272",48,103,4.60%,€ 1.05,€ 4.69,2.10%,€ 0.00,€ 0.10
 Paid Search , google , BIODERMA ,Dec-24,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 87,178,8.80%,€ 0.49,"2,019",178,8.80%,"2,019",0,0,0,0.00%,€ 0.49,€ 43.07,0.00%, € -   , € -   
 Paid Social , meta , BIODERMA ,Dec-24,Conversion,BIO-2024-H2O-Mizellenwasser,Clicks,€ 10,10,0.40%,€ 1.04,"2,300",10,0.40%,"1,242","2,381",33,74,3.20%,€ 1.04,€ 4.51,1.40%,€ 0.00,€ 0.14
 Paid Search , google , BIODERMA ,Dec-24,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 85,171,8.30%,€ 0.50,"2,060",171,8.30%,"2,060",0,0,0,0.00%,€ 0.50,€ 41.24,0.00%, € -   , € -   
 Paid Social , meta , BIODERMA ,Nov-24,Conversion,BIO-2024-H2O-Mizellenwasser,Clicks,€ 9,15,1.50%,€ 0.62,996,15,1.50%,686,"1,036",46,85,8.50%,€ 0.62,€ 9.41,4.40%,€ 0.01,€ 0.11
 Paid Search , google , BIODERMA ,Nov-24,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 56,133,8.10%,€ 0.42,"1,646",133,8.10%,"1,646",0,0,0,0.00%,€ 0.42,€ 34.19,0.00%, € -   , € -   
 Paid Social , meta , BIODERMA ,Nov-24,Conversion,BIO-2024-H2O-Mizellenwasser,Clicks,€ 9,5,0.60%,€ 1.86,790,5,0.60%,621,805,3,13,1.60%,€ 1.86,€ 11.80,0.40%,€ 0.01,€ 0.72
 Paid Search , google , BIODERMA ,Nov-24,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 75,185,9.30%,€ 0.40,"1,994",185,9.30%,"1,994",0,0,0,0.00%,€ 0.40,€ 37.53,0.00%, € -   , € -   
 Paid Social , meta , BIODERMA ,Nov-24,Conversion,BIO-2024-H2O-Mizellenwasser,Clicks,€ 10,8,0.80%,€ 1.28,"1,049",8,0.80%,854,"1,059",8,27,2.60%,€ 1.28,€ 9.74,0.80%,€ 0.01,€ 0.38
 Paid Search , google , BIODERMA ,Nov-24,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 79,177,9.30%,€ 0.45,"1,909",177,9.30%,"1,909",0,0,0,0.00%,€ 0.45,€ 41.35,0.00%, € -   , € -   
 Paid Social , meta , BIODERMA ,Nov-24,Conversion,BIO-2024-H2O-Mizellenwasser,Clicks,€ 10,15,1.60%,€ 0.67,955,15,1.60%,761,"1,013",18,39,4.10%,€ 0.67,€ 10.48,1.80%,€ 0.01,€ 0.26
 Paid Search , google , BIODERMA ,Nov-24,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 82,179,9.60%,€ 0.46,"1,855",179,9.60%,"1,855",0,0,0,0.00%,€ 0.46,€ 44.45,0.00%, € -   , € -   
 Paid Social , meta , BIODERMA ,Nov-24,Conversion,BIO-2024-H2O-Mizellenwasser,Clicks,€ 9,9,1.10%,€ 1.04,850,9,1.10%,722,886,13,34,4.00%,€ 1.04,€ 11.00,1.50%,€ 0.01,€ 0.28
 Paid Search , google , BIODERMA ,Nov-24,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 73,167,9.70%,€ 0.43,"1,727",167,9.70%,"1,727",0,0,0,0.00%,€ 0.43,€ 41.99,0.00%, € -   , € -   
 Paid Social , meta , BIODERMA ,Nov-24,Conversion,BIO-2024-H2O-Mizellenwasser,Clicks,€ 11,16,1.70%,€ 0.68,946,16,1.70%,827,974,17,47,5.00%,€ 0.68,€ 11.44,1.70%,€ 0.01,€ 0.23
 Paid Search , google , BIODERMA ,Nov-24,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 83,188,10.60%,€ 0.44,"1,775",188,10.60%,"1,775",0,0,0,0.00%,€ 0.44,€ 46.87,0.00%, € -   , € -   
 Paid Social , meta , BIODERMA ,Nov-24,Conversion,BIO-2024-H2O-Mizellenwasser,Clicks,€ 11,9,0.80%,€ 1.21,"1,077",9,0.80%,924,"1,113",20,38,3.50%,€ 1.21,€ 10.13,1.80%,€ 0.01,€ 0.29
 Paid Search , google , BIODERMA ,Nov-24,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 91,169,9.70%,€ 0.54,"1,742",169,9.70%,"1,742",0,0,0,0.00%,€ 0.54,€ 52.19,0.00%, € -   , € -   
 Paid Social , meta , BIODERMA ,Nov-24,Conversion,BIO-2024-H2O-Mizellenwasser,Clicks,€ 9,15,1.80%,€ 0.61,814,15,1.80%,726,843,19,48,5.90%,€ 0.61,€ 11.25,2.30%,€ 0.01,€ 0.19
 Paid Search , google , BIODERMA ,Nov-24,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 91,162,8.50%,€ 0.56,"1,902",162,8.50%,"1,902",0,0,0,0.00%,€ 0.56,€ 47.91,0.00%, € -   , € -   
 Paid Social , meta , BIODERMA ,Nov-24,Conversion,BIO-2024-H2O-Mizellenwasser,Clicks,€ 10,13,1.40%,€ 0.75,947,13,1.40%,841,951,1,16,1.70%,€ 0.75,€ 10.26,0.10%,€ 0.01,€ 0.61
 Paid Search , google , BIODERMA ,Nov-24,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 89,172,9.60%,€ 0.52,"1,799",172,9.60%,"1,799",0,0,0,0.00%,€ 0.52,€ 49.44,0.00%, € -   , € -   
 Paid Social , meta , BIODERMA ,Nov-24,Conversion,BIO-2024-H2O-Mizellenwasser,Clicks,€ 9,12,1.20%,€ 0.78,980,12,1.20%,879,992,6,20,2.00%,€ 0.78,€ 9.58,0.60%,€ 0.01,€ 0.47
 Paid Search , google , BIODERMA ,Nov-24,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 92,193,11.70%,€ 0.48,"1,648",193,11.70%,"1,648",0,0,0,0.00%,€ 0.48,€ 56.07,0.00%, € -   , € -   
 Paid Social , meta , BIODERMA ,Nov-24,Conversion,BIO-2024-H2O-Mizellenwasser,Clicks,€ 10,9,0.90%,€ 1.09,"1,017",9,0.90%,936,"1,031",12,26,2.60%,€ 1.09,€ 9.61,1.20%,€ 0.01,€ 0.38
 Paid Search , google , BIODERMA ,Nov-24,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 85,188,11.10%,€ 0.45,"1,694",188,11.10%,"1,694",0,0,0,0.00%,€ 0.45,€ 50.42,0.00%, € -   , € -   
 Paid Social , meta , BIODERMA ,Nov-24,Conversion,BIO-2024-H2O-Mizellenwasser,Clicks,€ 10,20,1.70%,€ 0.51,"1,160",20,1.70%,"1,061","1,193",20,52,4.50%,€ 0.51,€ 8.72,1.70%,€ 0.01,€ 0.19
 Paid Search , google , BIODERMA ,Nov-24,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 71,155,9.80%,€ 0.46,"1,584",155,9.80%,"1,584",0,0,0,0.00%,€ 0.46,€ 44.67,0.00%, € -   , € -   
 Paid Social , meta , BIODERMA ,Nov-24,Conversion,BIO-2024-H2O-Mizellenwasser,Clicks,€ 11,15,1.30%,€ 0.70,"1,192",15,1.30%,"1,104","1,227",14,38,3.20%,€ 0.70,€ 8.83,1.10%,€ 0.01,€ 0.28
 Paid Search , google , BIODERMA ,Nov-24,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 86,166,10.30%,€ 0.52,"1,616",166,10.30%,"1,616",0,0,0,0.00%,€ 0.52,€ 53.08,0.00%, € -   , € -   
 Paid Social , meta , BIODERMA ,Nov-24,Conversion,BIO-2024-H2O-Mizellenwasser,Clicks,€ 11,8,0.60%,€ 1.41,"1,413",8,0.60%,"1,298","1,441",16,40,2.80%,€ 1.41,€ 7.95,1.10%,€ 0.01,€ 0.28
 Paid Search , google , BIODERMA ,Nov-24,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 85,153,9.10%,€ 0.56,"1,682",153,9.10%,"1,682",0,0,0,0.00%,€ 0.56,€ 50.66,0.00%, € -   , € -   
 Paid Social , meta , BIODERMA ,Nov-24,Conversion,BIO-2024-H2O-Mizellenwasser,Clicks,€ 9,13,1.20%,€ 0.70,"1,082",13,1.20%,944,"1,148",30,54,5.00%,€ 0.70,€ 8.35,2.60%,€ 0.01,€ 0.17
 Paid Search , google , BIODERMA ,Nov-24,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 84,149,10.60%,€ 0.56,"1,412",149,10.60%,"1,412",0,0,0,0.00%,€ 0.56,€ 59.15,0.00%, € -   , € -   
 Paid Social , meta , BIODERMA ,Nov-24,Conversion,BIO-2024-H2O-Mizellenwasser,Clicks,€ 9,17,1.40%,€ 0.55,"1,218",17,1.40%,"1,111","1,261",23,56,4.60%,€ 0.55,€ 7.64,1.80%,€ 0.01,€ 0.17
 Paid Search , google , BIODERMA ,Nov-24,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 79,164,10.90%,€ 0.48,"1,505",164,10.90%,"1,505",0,0,0,0.00%,€ 0.48,€ 52.27,0.00%, € -   , € -   
 Paid Social , meta , BIODERMA ,Nov-24,Conversion,BIO-2024-H2O-Mizellenwasser,Clicks,€ 10,17,1.40%,€ 0.56,"1,220",17,1.40%,"1,084","1,279",40,76,6.20%,€ 0.56,€ 7.85,3.10%,€ 0.01,€ 0.13
 Paid Search , google , BIODERMA ,Nov-24,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 70,145,9.60%,€ 0.48,"1,507",145,9.60%,"1,507",0,0,0,0.00%,€ 0.48,€ 46.46,0.00%, € -   , € -   
 Paid Social , meta , BIODERMA ,Nov-24,Conversion,BIO-2024-H2O-Mizellenwasser,Clicks,€ 9,9,0.80%,€ 1.01,"1,159",9,0.80%,"1,024","1,211",24,57,4.90%,€ 1.01,€ 7.83,2.00%,€ 0.01,€ 0.16
 Paid Search , google , BIODERMA ,Nov-24,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 79,182,12.70%,€ 0.44,"1,438",182,12.70%,"1,438",0,0,0,0.00%,€ 0.44,€ 55.08,0.00%, € -   , € -   
 Paid Social , meta , BIODERMA ,Nov-24,Conversion,BIO-2024-H2O-Mizellenwasser,Clicks,€ 11,15,1.10%,€ 0.72,"1,353",15,1.10%,"1,208","1,408",37,71,5.20%,€ 0.72,€ 8.00,2.60%,€ 0.01,€ 0.15
 Paid Search , google , BIODERMA ,Nov-24,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 84,188,12.60%,€ 0.45,"1,497",188,12.60%,"1,497",0,0,0,0.00%,€ 0.45,€ 56.29,0.00%, € -   , € -   
 Paid Social , meta , BIODERMA ,Nov-24,Conversion,BIO-2024-H2O-Mizellenwasser,Clicks,€ 11,14,1.10%,€ 0.76,"1,255",14,1.10%,"1,146","1,353",48,85,6.80%,€ 0.76,€ 8.53,3.50%,€ 0.01,€ 0.13
 Paid Search , google , BIODERMA ,Nov-24,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 85,156,9.50%,€ 0.55,"1,635",156,9.50%,"1,635",0,0,0,0.00%,€ 0.55,€ 52.06,0.00%, € -   , € -   
 Paid Social , meta , BIODERMA ,Nov-24,Conversion,BIO-2024-H2O-Mizellenwasser,Clicks,€ 11,22,1.50%,€ 0.52,"1,448",22,1.50%,"1,288","1,578",65,129,8.90%,€ 0.52,€ 7.89,4.10%,€ 0.01,€ 0.09
 Paid Search , google , BIODERMA ,Nov-24,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 91,166,11.40%,€ 0.55,"1,451",166,11.40%,"1,451",0,0,0,0.00%,€ 0.55,€ 62.69,0.00%, € -   , € -   
 Paid Social , meta , BIODERMA ,Nov-24,Conversion,BIO-2024-H2O-Mizellenwasser,Clicks,€ 9,8,0.70%,€ 1.12,"1,086",8,0.70%,998,"1,169",47,86,7.90%,€ 1.12,€ 8.28,4.00%,€ 0.01,€ 0.10
 Paid Search , google , BIODERMA ,Nov-24,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 95,157,10.00%,€ 0.61,"1,573",157,10.00%,"1,573",0,0,0,0.00%,€ 0.61,€ 60.44,0.00%, € -   , € -   
 Paid Social , meta , BIODERMA ,Nov-24,Conversion,BIO-2024-H2O-Mizellenwasser,Clicks,€ 10,10,0.90%,€ 0.95,"1,120",10,0.90%,961,"1,212",51,85,7.60%,€ 0.95,€ 8.51,4.20%,€ 0.01,€ 0.11
 Paid Search , google , BIODERMA ,Nov-24,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 92,169,11.70%,€ 0.55,"1,445",169,11.70%,"1,445",0,0,0,0.00%,€ 0.55,€ 63.83,0.00%, € -   , € -   
 Paid Social , meta , BIODERMA ,Nov-24,Conversion,BIO-2024-H2O-Mizellenwasser,Clicks,€ 10,16,1.30%,€ 0.63,"1,212",16,1.30%,"1,125","1,262",29,64,5.30%,€ 0.63,€ 8.35,2.30%,€ 0.01,€ 0.16
 Paid Search , google , BIODERMA ,Nov-24,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 100,167,9.50%,€ 0.60,"1,755",167,9.50%,"1,755",0,0,0,0.00%,€ 0.60,€ 56.92,0.00%, € -   , € -   
 Paid Social , meta , BIODERMA ,Nov-24,Conversion,BIO-2024-H2O-Mizellenwasser,Clicks,€ 10,13,1.00%,€ 0.75,"1,289",13,1.00%,"1,109","1,305",7,26,2.00%,€ 0.75,€ 7.59,0.50%,€ 0.01,€ 0.38
 Paid Search , google , BIODERMA ,Nov-24,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 100,168,10.60%,€ 0.60,"1,581",168,10.60%,"1,581",0,0,0,0.00%,€ 0.60,€ 63.47,0.00%, € -   , € -   
 Paid Social , meta , BIODERMA ,Nov-24,Conversion,BIO-2024-H2O-Mizellenwasser,Clicks,€ 10,20,1.50%,€ 0.50,"1,342",20,1.50%,"1,176","1,368",10,39,2.90%,€ 0.50,€ 7.40,0.70%,€ 0.01,€ 0.25
 Paid Search , google , BIODERMA ,Nov-24,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 109,175,10.60%,€ 0.62,"1,648",175,10.60%,"1,648",0,0,0,0.00%,€ 0.62,€ 66.09,0.00%, € -   , € -   
 Paid Social , meta , BIODERMA ,Nov-24,Conversion,BIO-2024-H2O-Mizellenwasser,Clicks,€ 11,20,1.40%,€ 0.54,"1,387",20,1.40%,"1,251","1,427",20,51,3.70%,€ 0.54,€ 7.80,1.40%,€ 0.01,€ 0.21
 Paid Search , google , BIODERMA ,Nov-24,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 116,203,12.10%,€ 0.57,"1,680",203,12.10%,"1,680",0,0,0,0.00%,€ 0.57,€ 69.26,0.00%, € -   , € -   
